RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Age_Group,Balance_Group,CreditScore_Group,Value_Score,Risk_Score,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer_Type
149,15703264,Chukwufumnanya,735,France,Male,44,9,120681.63,1,1,0,74836.34,0,40-50岁,高余额,良好,0.564069935582074,0.49130434782608695,1,1,120681.63,4,1,3,8,高价值
150,15794413,Harris,416,France,Male,32,0,0.0,2,0,1,878.87,0,30-40岁,无余额,很差,0.14814188398189654,0.1391304347826087,10,2,0.0,1,3,1,5,中价值
151,15650237,Morgan,754,Spain,Female,32,7,0.0,2,1,0,89520.75,0,30-40岁,无余额,良好,0.4004038212189719,0.4391304347826087,3,2,0.0,3,3,1,7,中价值
152,15759618,Alexeeva,535,France,Female,48,9,0.0,1,1,0,149892.79,1,40-50岁,无余额,较差,0.4136711686830013,0.508695652173913,1,1,0.0,4,1,1,6,中价值
153,15811589,Metcalfe,716,Spain,Male,42,8,0.0,2,1,0,180800.42,0,40-50岁,无余额,良好,0.5239167098800561,0.4826086956521739,2,2,0.0,4,3,1,8,高价值
154,15689044,Humphries,539,France,Male,37,2,127609.59,1,1,0,98646.22,0,30-40岁,高余额,较差,0.5416546860963798,0.4608695652173913,8,1,127609.59,1,1,3,5,中价值
155,15709368,Milne,614,France,Female,43,6,0.0,2,1,1,109041.53,0,40-50岁,无余额,一般,0.3802743275264797,0.18695652173913047,4,2,0.0,3,3,1,7,中价值
156,15679145,Chou,706,Spain,Male,57,7,0.0,1,1,0,17941.16,1,50-60岁,无余额,良好,0.27608922250770745,0.5478260869565217,3,1,0.0,3,1,1,5,中价值
157,15655007,Li,758,France,Female,33,7,0.0,2,0,0,82996.47,0,30-40岁,无余额,良好,0.3920287979416261,0.4434782608695652,3,2,0.0,3,3,1,7,中价值
158,15623595,Clayton,586,Spain,Female,28,2,0.0,2,1,1,92067.35,0,<30岁,无余额,较差,0.34492974720555375,0.12173913043478263,8,2,0.0,1,3,1,5,中价值
159,15589975,Maclean,646,France,Female,73,6,97259.25,1,0,1,104719.66,0,>60岁,中余额,一般,0.5401431730563948,0.3173913043478261,4,1,97259.25,3,1,3,7,中价值
160,15804017,Chigolum,631,Germany,Female,33,4,123246.7,1,0,0,112687.57,0,30-40岁,高余额,一般,0.5882324544451806,0.4434782608695652,6,1,123246.7,2,1,3,6,中价值
161,15692132,Wilkinson,717,Spain,Female,22,6,101060.25,1,0,1,84699.56,0,<30岁,高余额,良好,0.5412305483155566,0.09565217391304348,4,1,101060.25,3,1,3,7,中价值
162,15641122,Wei,684,France,Male,30,2,0.0,2,1,0,83473.82,0,<30岁,无余额,一般,0.3666272028063549,0.4304347826086956,8,2,0.0,1,3,1,5,中价值
163,15630910,Treacy,800,France,Female,49,7,108007.36,1,0,0,47125.11,0,40-50岁,高余额,良好,0.5252364601828508,0.5130434782608696,3,1,108007.36,3,1,3,7,中价值
164,15680772,Hu,721,Spain,Female,36,2,0.0,2,1,1,106977.8,0,30-40岁,无余额,良好,0.414943322010084,0.1565217391304348,8,2,0.0,1,3,1,5,中价值
165,15658929,Taverner,683,Spain,Male,29,0,133702.89,1,1,0,55582.54,1,<30岁,高余额,一般,0.5375946490663606,0.4260869565217391,10,1,133702.89,1,1,4,6,中价值
166,15585388,Sherman,660,Germany,Male,31,9,125189.75,2,1,1,139874.43,0,30-40岁,高余额,一般,0.642347323719873,0.13478260869565217,1,2,125189.75,4,3,3,10,超高价值
167,15724623,Taubman,704,Germany,Female,24,7,113034.22,1,1,0,162503.48,1,<30岁,高余额,良好,0.6724423559846401,0.4043478260869565,3,1,113034.22,3,1,3,7,中价值
168,15588537,Robinson,615,Spain,Female,41,9,109013.23,1,1,0,196499.96,0,40-50岁,高余额,一般,0.68561667377361,0.4782608695652174,1,1,109013.23,4,1,3,8,高价值
169,15574692,Pinto,667,Spain,Female,39,2,0.0,2,1,0,40721.24,1,30-40岁,无余额,一般,0.29649592147017667,0.46956521739130436,8,2,0.0,1,3,1,5,中价值
170,15611325,Wood,682,Germany,Male,24,9,57929.81,2,0,0,53134.3,0,<30岁,中余额,一般,0.4127662495263448,0.4043478260869565,1,2,57929.81,4,3,2,9,高价值
171,15587562,Hawkins,484,France,Female,29,4,130114.39,1,1,0,164017.89,0,<30岁,高余额,很差,0.6242974479961787,0.4260869565217391,6,1,130114.39,2,1,4,7,中价值
172,15613172,Sun,628,Germany,Male,27,5,95826.49,2,1,0,155996.96,0,<30岁,中余额,一般,0.6084248637340819,0.4173913043478261,5,2,95826.49,3,3,2,8,高价值
173,15651022,Yost,480,Germany,Male,44,10,129608.57,1,1,0,5472.7,1,40-50岁,高余额,很差,0.3842525409385797,0.49130434782608695,0,1,129608.57,4,1,4,9,高价值
174,15586310,Ting,578,France,Male,30,4,169462.09,1,1,0,112187.11,0,<30岁,超高余额,较差,0.6424557929990872,0.4304347826086956,6,1,169462.09,2,1,4,7,中价值
175,15625524,Rowe,512,France,Male,40,5,0.0,2,1,1,146457.83,0,30-40岁,无余额,较差,0.40040088788514916,0.17391304347826086,5,2,0.0,3,3,1,7,中价值
176,15755209,Fu,484,Spain,Female,35,7,133868.21,1,1,1,27286.1,0,30-40岁,高余额,很差,0.4251766641484822,0.15217391304347827,3,1,133868.21,3,1,4,8,高价值
177,15645248,Ho,510,France,Female,30,0,0.0,2,1,1,130553.47,0,<30岁,无余额,较差,0.3758375684925753,0.13043478260869565,10,2,0.0,1,3,1,5,中价值
178,15790355,Okechukwu,606,Germany,Male,36,5,190479.48,2,0,0,179351.89,0,30-40岁,超高余额,一般,0.7865965573418394,0.4565217391304348,5,2,190479.48,3,3,4,10,超高价值
179,15762615,Campbell,597,Spain,Female,40,8,101993.12,1,0,1,94774.12,0,30-40岁,高余额,较差,0.515477264630865,0.17391304347826086,2,1,101993.12,4,1,3,8,高价值
180,15625426,Ashbolt,754,Germany,Female,55,3,161608.81,1,1,0,8080.85,1,50-60岁,超高余额,良好,0.535887907563648,0.5391304347826087,7,1,161608.81,2,1,4,7,中价值
181,15716334,Rozier,850,Spain,Female,45,2,122311.21,1,1,1,19482.5,0,40-50岁,高余额,优秀,0.5242222838686688,0.1956521739130435,8,1,122311.21,1,1,3,5,中价值
182,15789669,Hsia,510,France,Male,65,2,0.0,2,1,1,48071.61,0,>60岁,无余额,较差,0.2521101263407504,0.28260869565217395,8,2,0.0,1,3,1,5,中价值
183,15621075,Ogbonnaya,778,Germany,Female,45,1,162150.42,2,1,0,174531.27,0,40-50岁,超高余额,良好,0.794906988045842,0.4956521739130435,9,2,162150.42,1,3,4,8,高价值
184,15810845,T'ang,636,France,Male,42,2,0.0,2,1,1,55470.78,0,40-50岁,无余额,一般,0.3076798869049241,0.1826086956521739,8,2,0.0,1,3,1,5,中价值
185,15719377,Cocci,804,France,Female,50,4,0.0,1,1,1,8546.87,1,40-50岁,无余额,优秀,0.2965854929439464,0.21739130434782608,6,1,0.0,2,1,1,4,低价值
186,15654506,Chang,514,France,Male,32,8,0.0,2,1,0,95857.18,0,30-40岁,无余额,较差,0.3252029412541205,0.4391304347826087,2,2,0.0,4,3,1,8,高价值
187,15771977,T'ao,730,France,Female,39,1,99010.67,1,1,0,194945.8,0,30-40岁,中余额,良好,0.7079267720897369,0.46956521739130436,9,1,99010.67,1,1,3,5,中价值
188,15708710,Ford,525,Spain,Female,37,0,0.0,1,0,1,131521.72,0,30-40岁,无余额,较差,0.3825841157509875,0.16086956521739132,10,1,0.0,1,1,1,3,低价值
189,15726676,Marshall,616,Spain,Male,30,5,0.0,2,0,1,196108.51,0,<30岁,无余额,一般,0.5115855906417375,0.13043478260869565,5,2,0.0,3,3,1,7,中价值
190,15587421,Tsai,687,Germany,Female,34,7,111388.18,2,1,0,148564.76,0,30-40岁,高余额,一般,0.642909253014571,0.4478260869565217,3,2,111388.18,3,3,3,9,高价值
191,15726931,Onwumelu,715,France,Female,41,8,56214.85,2,0,0,92982.61,1,40-50岁,中余额,良好,0.48145390680111433,0.4782608695652174,2,2,56214.85,4,3,2,9,高价值
192,15771086,Graham,512,France,Female,36,3,84327.77,2,1,0,17675.36,0,30-40岁,中余额,较差,0.34166138912213023,0.4565217391304348,7,2,84327.77,2,3,2,7,中价值
193,15756850,Golovanov,479,France,Male,40,1,0.0,2,0,0,114996.43,0,30-40岁,无余额,很差,0.3415599545719389,0.47391304347826085,9,2,0.0,1,3,1,5,中价值
194,15702741,Potts,601,France,Male,32,8,93012.89,1,1,0,86957.42,0,30-40岁,中余额,一般,0.4908466020479732,0.4391304347826087,2,1,93012.89,4,1,2,7,中价值
195,15679200,Crawford,580,Spain,Male,29,9,61710.44,2,1,0,128077.8,0,<30岁,中余额,较差,0.49521308206762726,0.4260869565217391,1,2,61710.44,4,3,2,9,高价值
196,15594815,Aleshire,807,France,Male,35,3,174790.15,1,1,1,600.36,0,30-40岁,超高余额,优秀,0.5643872848065293,0.15217391304347827,7,1,174790.15,2,1,4,7,中价值
197,15635905,Moran,616,Spain,Female,32,6,0.0,2,1,1,43001.46,0,30-40岁,无余额,一般,0.2819163800794204,0.1391304347826087,4,2,0.0,3,3,1,7,中价值
198,15777892,Samsonova,721,Germany,Male,37,3,107720.64,1,1,1,158591.12,0,30-40岁,高余额,良好,0.6641022992643348,0.16086956521739132,7,1,107720.64,2,1,3,6,中价值
199,15656176,Jenkins,501,France,Male,57,10,0.0,2,1,1,47847.19,0,50-60岁,无余额,较差,0.24859701309475116,0.24782608695652175,0,2,0.0,4,3,1,8,高价值
200,15811127,Volkov,521,France,Male,35,6,96423.84,1,1,0,10488.44,0,30-40岁,中余额,较差,0.35334150971860556,0.45217391304347826,4,1,96423.84,3,1,2,6,中价值
201,15604482,Chiemezie,850,Spain,Male,30,2,141040.01,1,1,1,5978.2,0,<30岁,高余额,优秀,0.5338238885798905,0.13043478260869565,8,1,141040.01,1,1,4,6,中价值
202,15622911,Jude,759,France,Male,42,4,105420.18,1,0,1,121409.06,0,40-50岁,高余额,良好,0.6180713160219006,0.1826086956521739,6,1,105420.18,2,1,3,6,中价值
203,15600974,He,516,Spain,Male,50,5,0.0,1,0,1,146145.93,1,40-50岁,无余额,较差,0.40134478499921006,0.21739130434782608,5,1,0.0,3,1,1,5,中价值
204,15727868,Onuora,711,France,Female,38,2,129022.06,2,1,1,14374.86,1,30-40岁,高余额,良好,0.47820063786513334,0.16521739130434784,8,2,129022.06,1,3,4,8,高价值
205,15627801,Ginikanwa,512,Spain,Male,33,3,176666.62,1,1,0,94670.77,0,30-40岁,超高余额,较差,0.6043721635959103,0.4434782608695652,7,1,176666.62,2,1,4,7,中价值
206,15773039,Ku,550,France,Male,37,3,0.0,1,1,1,179670.31,0,30-40岁,无余额,较差,0.46363324584533794,0.16086956521739132,7,1,0.0,2,1,1,4,低价值
207,15755262,McDonald,608,Spain,Female,41,3,89763.84,1,0,0,199304.74,1,40-50岁,中余额,一般,0.6566646348754759,0.4782608695652174,7,1,89763.84,2,1,2,5,中价值
208,15679531,Collins,618,France,Male,34,5,134954.53,1,1,1,151954.39,0,30-40岁,高余额,一般,0.6612121387775924,0.14782608695652175,5,1,134954.53,3,1,4,8,高价值
209,15684181,Hackett,643,France,Male,45,5,0.0,1,1,0,142513.5,1,40-50岁,无余额,一般,0.4407194645342194,0.4956521739130435,5,1,0.0,3,1,1,5,中价值
210,15612087,Dike,671,France,Male,45,2,106376.85,1,0,1,158264.62,0,40-50岁,高余额,一般,0.6438231041820591,0.1956521739130435,8,1,106376.85,1,1,3,5,中价值
211,15752047,Trevisano,689,Germany,Male,33,2,161814.64,2,1,0,169381.9,0,30-40岁,超高余额,一般,0.7552355529844016,0.4434782608695652,8,2,161814.64,1,3,4,8,高价值
212,15624592,Tan,603,France,Male,31,8,0.0,2,1,1,169915.02,0,30-40岁,无余额,一般,0.4677056429792348,0.13478260869565217,2,2,0.0,4,3,1,8,高价值
213,15573152,Glassman,620,France,Female,41,9,0.0,2,0,0,88852.47,0,40-50岁,无余额,一般,0.35210724587950387,0.4782608695652174,1,2,0.0,4,3,1,8,高价值
214,15594917,Miller,676,France,Female,34,1,63095.01,1,1,1,40645.81,0,30-40岁,中余额,一般,0.4001499009473123,0.14782608695652175,9,1,63095.01,1,1,2,4,低价值
215,15785542,Kornilova,572,Germany,Male,26,4,118287.01,2,0,0,60427.3,0,<30岁,高余额,较差,0.48110847358899894,0.41304347826086957,6,2,118287.01,2,3,3,8,高价值
216,15723488,Watson,668,Germany,Male,47,7,106854.21,1,0,1,157959.02,1,40-50岁,高余额,一般,0.6430669054790941,0.20434782608695656,3,1,106854.21,3,1,3,7,中价值
217,15680920,Marchesi,695,France,Male,46,7,49512.55,1,1,0,133007.34,0,40-50岁,低余额,一般,0.5237491411761759,0.5,3,1,49512.55,3,1,2,6,中价值
218,15786308,Millar,730,Spain,Female,33,9,0.0,2,0,0,176576.62,0,30-40岁,无余额,良好,0.5225219481193668,0.4434782608695652,1,2,0.0,4,3,1,8,高价值
219,15659366,Shih,807,France,Male,43,1,105799.32,2,1,0,34888.04,1,40-50岁,高余额,优秀,0.5058305351121725,0.48695652173913045,9,2,105799.32,1,3,3,7,中价值
220,15774854,Fuller,592,France,Male,54,8,0.0,1,1,1,28737.71,1,50-60岁,无余额,较差,0.2520493623383768,0.2347826086956522,2,1,0.0,4,1,1,6,中价值
221,15725311,Hay,726,France,Female,31,9,114722.05,2,1,1,98178.57,0,30-40岁,高余额,良好,0.5864069302625905,0.13478260869565217,1,2,114722.05,4,3,3,10,超高价值
222,15787155,Yang,514,Spain,Male,30,7,0.0,1,0,1,125010.24,0,<30岁,无余额,较差,0.36893417554853003,0.13043478260869565,3,1,0.0,3,1,1,5,中价值
223,15727829,McIntyre,567,France,Male,42,2,0.0,2,1,1,167984.61,0,40-50岁,无余额,较差,0.4521040367470758,0.1826086956521739,8,2,0.0,1,3,1,5,中价值
224,15733247,Stevenson,850,France,Male,33,10,0.0,1,1,0,4861.72,1,30-40岁,无余额,优秀,0.30729285421131836,0.4434782608695652,0,1,0.0,4,1,1,6,中价值
225,15568748,Poole,671,Germany,Male,45,6,99564.22,1,1,1,108872.45,1,40-50岁,中余额,一般,0.5588708726659222,0.1956521739130435,4,1,99564.22,3,1,3,7,中价值
226,15699029,Bagley,670,France,Male,37,4,170557.91,2,1,0,198252.88,0,30-40岁,超高余额,一般,0.8057769265440221,0.4608695652173913,6,2,170557.91,2,3,4,9,高价值
227,15774393,Ch'ien,694,France,Female,30,9,0.0,2,1,1,26960.31,0,<30岁,无余额,一般,0.2853831620892475,0.13043478260869565,1,2,0.0,4,3,1,8,高价值
228,15676895,Cattaneo,547,Germany,Female,39,6,74596.15,3,1,1,85746.52,1,30-40岁,中余额,较差,0.44061005260825004,0.46956521739130436,4,3,74596.15,3,4,2,9,高价值
229,15637753,O'Sullivan,751,Germany,Male,50,2,96888.39,1,1,0,77206.25,1,40-50岁,中余额,良好,0.5353390777612048,0.5173913043478261,8,1,96888.39,1,1,2,4,低价值
230,15605461,Lucas,594,Germany,Female,29,3,130830.22,1,1,0,61048.53,0,<30岁,高余额,较差,0.5098023580147848,0.4260869565217391,7,1,130830.22,2,1,4,7,中价值
231,15808473,Ringrose,673,France,Male,72,1,0.0,2,0,1,111981.19,0,>60岁,无余额,一般,0.4055075127413026,0.3130434782608696,9,2,0.0,1,3,1,5,中价值
232,15627000,Freeman,610,France,Male,40,0,0.0,2,1,0,62232.6,0,30-40岁,无余额,一般,0.30864652769767675,0.47391304347826085,10,2,0.0,1,3,1,5,中价值
233,15787174,Sergeyev,512,France,Female,37,1,0.0,2,0,1,156105.03,0,30-40岁,无余额,较差,0.4148722320076882,0.16086956521739132,9,2,0.0,1,3,1,5,中价值
234,15723886,Fiore,767,Germany,Male,20,3,119714.25,2,0,1,150135.38,0,<30岁,高余额,良好,0.6867745926351826,0.08695652173913043,7,2,119714.25,2,3,3,8,高价值
235,15704769,Smith,585,France,Female,67,5,113978.97,2,0,1,93146.11,0,>60岁,高余额,较差,0.5279085783079563,0.291304347826087,5,2,113978.97,3,3,3,9,高价值
236,15772896,Dumetochukwu,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1,40-50岁,高余额,良好,0.4791739741972227,0.4826086956521739,4,1,100160.75,3,1,3,7,中价值
237,15711540,Pacheco,712,France,Female,29,2,0.0,1,1,1,144375.0,0,<30岁,无余额,良好,0.46786476070323774,0.12608695652173915,8,1,0.0,1,1,1,3,低价值
238,15764866,Synnot,539,Germany,Female,43,3,116220.5,3,1,0,55803.96,1,40-50岁,高余额,较差,0.4592315633191408,0.7869565217391304,7,3,116220.5,2,4,3,9,高价值
239,15794056,Johnston,668,France,Female,46,2,0.0,3,1,0,89048.46,1,40-50岁,无余额,一般,0.3693424184043438,0.8,8,3,0.0,1,4,1,6,中价值
240,15795149,Stevens,703,France,Male,28,2,81173.83,2,0,1,162812.16,0,<30岁,中余额,良好,0.6217582991022643,0.12173913043478263,8,2,81173.83,1,3,2,6,中价值
241,15812009,Grant,662,Spain,Male,38,4,0.0,2,1,0,136259.65,0,30-40岁,无余额,一般,0.4380442191567579,0.4652173913043478,6,2,0.0,2,3,1,6,中价值
242,15651001,Tsao,725,Germany,Female,39,5,116803.8,1,1,0,124052.97,0,30-40岁,高余额,良好,0.6281859258547442,0.46956521739130436,5,1,116803.8,3,1,3,7,中价值
243,15813844,Barnes,703,France,Male,37,8,105961.68,2,0,1,74158.8,0,30-40岁,高余额,良好,0.5282918538448885,0.16086956521739132,2,2,105961.68,4,3,3,10,超高价值
244,15596175,McIntosh,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1,>60岁,高余额,一般,0.48738353246888316,0.291304347826087,4,1,117411.6,3,1,3,7,中价值
245,15576269,Madison,523,Spain,Male,34,7,0.0,2,1,0,62030.06,0,30-40岁,无余额,较差,0.27763682392105,0.4478260869565217,3,2,0.0,3,3,1,7,中价值
246,15797219,Ifesinachi,635,France,Female,40,10,123497.58,1,1,0,131953.23,1,30-40岁,高余额,一般,0.6189437669347491,0.47391304347826085,0,1,123497.58,4,1,3,8,高价值
247,15685500,Glazkov,772,Germany,Male,26,7,152400.51,2,1,0,79414.0,0,<30岁,超高余额,良好,0.6345640548736603,0.41304347826086957,3,2,152400.51,3,3,4,10,超高价值
248,15599792,Dimauro,545,France,Female,26,1,0.0,2,1,1,199638.56,0,<30岁,无余额,较差,0.491822041214632,0.11304347826086956,9,2,0.0,1,3,1,5,中价值
249,15657566,Wieck,634,Germany,Male,24,8,103097.85,1,1,1,157577.29,0,<30岁,高余额,一般,0.6245056263805758,0.10434782608695653,2,1,103097.85,4,1,3,8,高价值
250,15772423,Liao,739,Germany,Male,54,8,126418.14,1,1,0,134420.75,1,50-60岁,高余额,良好,0.6640072378244767,0.5347826086956522,2,1,126418.14,4,1,3,8,高价值
251,15628112,Hughes,771,Germany,Female,36,5,77846.9,1,0,0,99805.99,0,30-40岁,中余额,良好,0.5459414564202396,0.4565217391304348,5,1,77846.9,3,1,2,6,中价值
252,15753754,Morrison,587,Spain,Female,34,1,0.0,2,1,1,97932.68,0,30-40岁,无余额,较差,0.354081014199075,0.14782608695652175,9,2,0.0,1,3,1,5,中价值
253,15793726,Matveyeva,681,France,Female,79,0,0.0,2,0,1,170968.99,0,>60岁,无余额,一般,0.4968160691900838,0.34347826086956523,10,2,0.0,1,3,1,5,中价值
254,15694717,Ku,544,Germany,Male,37,2,79731.91,1,1,1,57558.95,0,30-40岁,中余额,较差,0.4054560867060459,0.16086956521739132,8,1,79731.91,1,1,2,4,低价值
255,15665834,Cheatham,696,Spain,Male,28,8,0.0,1,0,0,176713.47,0,<30岁,无余额,一般,0.5107272308379971,0.4217391304347826,2,1,0.0,4,1,1,6,中价值
256,15765297,Yao,766,Spain,Male,41,0,0.0,2,0,1,34283.23,0,40-50岁,无余额,良好,0.3217797198233477,0.1782608695652174,10,2,0.0,1,3,1,5,中价值
257,15636684,Kirkland,727,France,Male,34,10,0.0,2,1,1,198637.34,0,30-40岁,无余额,良好,0.5545554488613478,0.14782608695652175,0,2,0.0,4,3,1,8,高价值
258,15592979,Rose,671,Germany,Female,34,6,37266.67,2,0,0,156917.12,0,30-40岁,低余额,一般,0.5316212981295163,0.4478260869565217,4,2,37266.67,3,3,2,8,高价值
259,15750803,Jess,693,France,Female,30,6,127992.25,1,1,1,50457.2,0,<30岁,高余额,一般,0.5243314437388751,0.13043478260869565,4,1,127992.25,3,1,4,8,高价值
260,15607178,Welch,850,Germany,Male,38,3,54901.01,1,1,1,140075.55,0,30-40岁,中余额,优秀,0.597648412393182,0.16521739130434784,7,1,54901.01,2,1,2,5,中价值
261,15713853,Ifeajuna,732,Germany,Male,42,9,108748.08,2,1,1,65323.11,0,40-50岁,高余额,良好,0.5297153963357046,0.1826086956521739,1,2,108748.08,4,3,3,10,超高价值
262,15673481,Morton,726,Spain,Female,48,6,99906.19,1,1,0,64323.24,0,40-50岁,中余额,良好,0.5120015031706746,0.508695652173913,4,1,99906.19,3,1,3,7,中价值
263,15686776,Rossi,557,France,Female,32,6,184686.41,2,1,0,14956.44,0,30-40岁,超高余额,较差,0.5134642585238649,0.4391304347826087,4,2,184686.41,3,3,4,10,超高价值
264,15673693,Reppert,682,France,Female,26,0,110654.02,1,0,1,111879.21,0,<30岁,高余额,一般,0.5849437016718932,0.11304347826086956,10,1,110654.02,1,1,3,5,中价值
265,15700696,Kang,738,Spain,Male,31,9,79019.8,1,1,1,18606.23,0,30-40岁,中余额,良好,0.4143601003230188,0.13478260869565217,1,1,79019.8,4,1,2,7,中价值
266,15813163,Ch'iu,531,Spain,Female,36,9,99240.51,1,1,0,123137.01,0,30-40岁,中余额,较差,0.530340670463979,0.4565217391304348,1,1,99240.51,4,1,3,8,高价值
267,15653857,Wallis,498,France,Male,34,2,0.0,2,1,1,148528.24,0,30-40岁,无余额,很差,0.3985654431900757,0.14782608695652175,8,2,0.0,1,3,1,5,中价值
268,15777076,Clark,651,France,Male,36,7,0.0,2,1,0,13898.31,0,30-40岁,无余额,一般,0.25061295477651135,0.4565217391304348,3,2,0.0,3,3,1,7,中价值
269,15717398,Fielding,549,Spain,Female,39,7,0.0,1,0,0,81259.25,1,30-40岁,无余额,较差,0.31565816407638103,0.46956521739130436,3,1,0.0,3,1,1,5,中价值
270,15799217,Zetticci,791,Germany,Female,35,7,52436.2,1,1,0,161051.75,0,30-40岁,中余额,良好,0.6043607865479226,0.45217391304347826,3,1,52436.2,3,1,2,6,中价值
271,15787071,Dulhunty,650,Spain,Male,41,9,0.0,2,0,1,191599.67,0,40-50岁,无余额,一般,0.5168220763335996,0.1782608695652174,1,2,0.0,4,3,1,8,高价值
272,15619955,Bevington,733,Germany,Male,34,3,100337.96,3,1,0,48559.19,1,30-40岁,高余额,良好,0.49151348644618376,0.7478260869565216,7,3,100337.96,2,4,3,9,高价值
273,15796505,Boyle,811,Germany,Female,34,1,149297.19,2,1,1,186339.74,0,30-40岁,高余额,优秀,0.8037758629344895,0.14782608695652175,9,2,149297.19,1,3,4,8,高价值
274,15725166,Newton,707,France,Male,30,8,0.0,2,1,0,33159.37,0,<30岁,无余额,良好,0.2992703370234956,0.4304347826086956,2,2,0.0,4,3,1,8,高价值
275,15800116,Bowman,712,Germany,Male,28,4,145605.44,1,0,1,93883.53,0,<30岁,高余额,良好,0.6242595001349367,0.12173913043478263,6,1,145605.44,2,1,4,7,中价值
276,15758685,Dubinina,706,Spain,Female,37,7,0.0,2,1,1,110899.3,0,30-40岁,无余额,良好,0.4155316755439416,0.16086956521739132,3,2,0.0,3,3,1,7,中价值
277,15694456,Toscani,756,France,Male,62,3,0.0,1,1,1,11199.04,1,>60岁,无余额,良好,0.2836227210613707,0.26956521739130435,7,1,0.0,2,1,1,4,低价值
